reference_id,speciment_id,reviewer,comp_type,test_type,gm_record,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,ds_intensity,ds_intensity_unit,ds_intensity_alt,ds_intensity_unit_alt,ds_rank,notes
RAH-2014-SYS,P5-F,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-12,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Sliding/frictional connection: top runners slide in relation to concrete deck following Araya-Letelier novel connections. 
6. Stud thickness 20 Ga.",Damage along corner beads and boundary studs,,,0.0105,drift,,,,
RAH-2014-SYS,P6-F,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-12,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Sliding/frictional connection: top runners slide in relation to concrete deck following Araya-Letelier novel connections. 
6. Stud thickness 20 Ga.",Popping out or rocking of gypsum board screws,,,0.0039,drift,,,,
RAH-2014-SYS,P6-F,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-12,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Sliding/frictional connection: top runners slide in relation to concrete deck following Araya-Letelier novel connections. 
6. Stud thickness 20 Ga.",Damage along corner beads and boundary studs,,,0.0105,drift,,,,
RAH-2014-SYS,P1-F,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Tape damage and cracks in the wall corners,,,0.0105,drift,,,,
RAH-2014-SYS,P1-F,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Damage along corner beads and boundary studs,,,0.0105,drift,,,,
RAH-2014-SYS,P7-F,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Tape damage and cracks in the wall corners,,,0.0206,drift,,,,
RAH-2014-SYS,P7-F,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Damage along corner beads and boundary studs,,,0.0105,drift,,,,
RAH-2014-SYS,P7-F,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Crushing of gypsum boards,,,0.0297,drift,,,,
RAH-2014-SYS,P2-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Cracks at the corners of partition openings (windows or doors),,,0.0234,drift,,,,
RAH-2014-SYS,P2-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Damage along corner beads and boundary studs,,,0.0149,drift,,,,
RAH-2014-SYS,P2-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Crushing of gypsum boards,,,0.0234,drift,,,,
RAH-2014-SYS,P3-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 25 Ga. ",Tape damage and cracks in the wall corners,,,0.014,drift,,,,
RAH-2014-SYS,P3-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 25 Ga. ",Cracks at the corners of partition openings (windows or doors),,,0.0162,drift,,,,
RAH-2014-SYS,P3-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 25 Ga. ",Damage along corner beads and boundary studs,,,0.0149,drift,,,,
RAH-2014-SYS,P3-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 25 Ga. ",Crushing of gypsum boards,,,0.014,drift,,,,
RAH-2014-SYS,P3-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 25 Ga. ",Failure of top/bottom track connections to the concrete slab,,,0.0215,drift,,,,
RAH-2014-SYS,P4-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Crushing of gypsum boards,,,0.014,drift,,,,
RAH-2014-SYS,P5-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Tape damage and cracks in the wall corners,,,0.014,drift,,,,
RAH-2014-SYS,P5-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Damage along corner beads and boundary studs,,,0.0234,drift,,,,
RAH-2014-SYS,P5-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Crushing of gypsum boards,,,0.014,drift,,,,
RAH-2014-SYS,P6-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Damage along corner beads and boundary studs,,,0.014,drift,,,,
RAH-2014-SYS,P6-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Crushing of gypsum boards,,,0.0162,drift,,,,
RAH-2014-SYS,P7-S,Jitendra,Internal partition walls,Dynamic,"1. A set of ramp-up table motions were generated using an analytical procedure in order to achieve the target motions on the desired levels.
2. These levels were the second floor, for the first seven motions of the linear tests, and the shake table for other cases (nonlinear tests and the last two motions of linear tests).
3. The AC156 spectrum with the maximum parameters of ARIG-H=2.0g, AFLX-H=4.0g, SDS=2.5g, and z/h=0.5 was considered as the target spectrum for the full-scale motion. In total, 59 uniaxial motions were applied in longitudinal direction during eight experiments
",100% scale,UNR-NEES site,investigate the system-level response and failure mechanisms of nonstructural systems. All walls were designed per ASTM C754-11,"1. 5/8-in. gypsum boards and the CEMCO ViperStud drywall framing system (350VS125-18/30 and 350VT125-18/30).
2. Studs were located 24 in. apart, attached to the gypsum boards by #6 drywall screws spaced 12 in. in the field and 8 in. at boundaries
3. Partition wall tracks were fastened to concrete slabs using 0.157-in diameter, fully knurled shank Hilti X-U Universal Powder-Actuated Fasteners (PAFs).
4. All walls were designed per ASTM C754-11
5. Slip connection: steel studs not screwed to runners, gypsum boards attached to runners only
6. Stud thickness 20 Ga. ",Tape damage and cracks in the wall corners,,,0.0162,drift,,,,
